page,product_name,star,title,review,skin_type
2,[2024 어워즈] 아누아 어성초 수딩 토너 350ml +350ml 어워즈 한정기획(+스누피솜20매+복숭아마스크1매),5.0,"['복합성에 좋아요', '보습에 좋아요', '자극없이 순해요']","스누피와 같은 이름을 가진 이 스킨, 사용하기 편하고 피부를 자극하지 않습니다.",[]
2,[2024 어워즈] 아누아 어성초 수딩 토너 350ml +350ml 어워즈 한정기획(+스누피솜20매+복숭아마스크1매),5.0,"['지성에 좋아요', '보습에 좋아요', '자극없이 순해요']",굿굿 지성피부에 딱입니당 속건조 잡는데도 좋고 트러블 안나고 무난하게 사용할 수 있어요 머리 말릴 때 스킨팩 해주고 기초 바른다음에 화장하면 짱 잘먹어용 용량도 많아서 팍팍 써도 부담없어서 좋아요,"['지성', '블랙헤드', '트러블']"
2,[2024 어워즈] 아누아 어성초 수딩 토너 350ml +350ml 어워즈 한정기획(+스누피솜20매+복숭아마스크1매),3.0,"['복합성에 좋아요', '진정에 좋아요', '보통이에요']",막  사용하기 좋은  스킨입니다.. 대용량 으로 퍼프에 묻힘~,[]
2,[2024 어워즈] 아누아 어성초 수딩 토너 350ml +350ml 어워즈 한정기획(+스누피솜20매+복숭아마스크1매),5.0,"['지성에 좋아요', '진정에 좋아요', '자극없이 순해요']",무난하게 사용 가능해요. 기초부터 탄탄해야지 장벽 안 무너진다고 해서 사용 중,"['민감성', '웜톤', '각질', '모공']"
2,[2024 어워즈] 아누아 어성초 수딩 토너 350ml +350ml 어워즈 한정기획(+스누피솜20매+복숭아마스크1매),5.0,"['복합성에 좋아요', '진정에 좋아요', '보통이에요']",전부터 쓰던거라 재구매해서 잘사용하고 있습니다 흡수도 잘되고 좋아요,"['복합성', '겨울쿨톤', '다크서클', '미백']"
2,[2024 어워즈] 아누아 어성초 수딩 토너 350ml +350ml 어워즈 한정기획(+스누피솜20매+복숭아마스크1매),5.0,"['복합성에 좋아요', '진정에 좋아요', '자극없이 순해요']",무난하게 사용하기 좋아요~ 크게 자극없고 순한 거 같네요~! 스누피가 귀여워요,"['복합성', '쿨톤', '각질', '홍조']"
2,[2024 어워즈] 아누아 어성초 수딩 토너 350ml +350ml 어워즈 한정기획(+스누피솜20매+복숭아마스크1매),5.0,"['지성에 좋아요', '진정에 좋아요', '자극없이 순해요']",저는 얘를 꼭 화장솜에 묻혀서 토너팩 해주는 용도로 사용하는데 꼭 그렇게 사용해주세요. 아니면 효과도 없고 보습도 안되고 해서 정말 별로인 애가 되는데 토너팩 해주면 진정효과 너무 좋아욭! 저는 두번째 사서 썼더니 (즉 네통을 쓴거죠) 이제 적응됐는지 진정효과가 줄어들어서 잠시 쉬러구요! 아무튼 좋습니다,"['복합성', '여름쿨톤', '모공', '블랙헤드']"
2,[2024 어워즈] 아누아 어성초 수딩 토너 350ml +350ml 어워즈 한정기획(+스누피솜20매+복숭아마스크1매),4.0,"['지성에 좋아요', '진정에 좋아요', '자극없이 순해요']",사계절 촉촉하게 쓸 수 있는 토너! 올 여름 가볍게 쓸만한 토너를 찾는다면 추천. 수분감은 적당한데 모든 피부에 베스트는 아님. (건성<복합성<<지성) 아누아는 할인할 때 사는 게 제일 좋은 듯. 증정용으로 주는 스누피 솜은 아까워서 못쓰겟다..,"['복합성', '봄웜톤', '모공', '잡티']"
2,[2024 어워즈] 아누아 어성초 수딩 토너 350ml +350ml 어워즈 한정기획(+스누피솜20매+복숭아마스크1매),5.0,"['건성에 좋아요', '보습에 좋아요', '자극없이 순해요']",활용도가 높아서 꾸준히 사용하고 있었는데 리뉴얼 되어 구매하게 되었습니다 저는 좁쌀이 생길때마다 더 신경써서 쓰고 있는데 자극이 없어서 몇번이고 닦아내도 무리가 없네요 용량이 커서 닦고 흡수하고 반복하여 사용하고 있습니다 수분감이 지속되서 굳이 많은 화장품을 바르지 않아도 충분해졌어요,[]
2,[2024 어워즈] 아누아 어성초 수딩 토너 350ml +350ml 어워즈 한정기획(+스누피솜20매+복숭아마스크1매),4.0,"['복합성에 좋아요', '진정에 좋아요', '자극없이 순해요']",재구매 의사 있음! 재구매 의사 있음! 재구매 의사 있음!!,[]
3,[2024 어워즈] 아누아 어성초 수딩 토너 350ml +350ml 어워즈 한정기획(+스누피솜20매+복숭아마스크1매),5.0,"['복합성에 좋아요', '보습에 좋아요', '자극없이 순해요']",저번에 대용량 샀다가 마음에 들어서 다시 구매했어요 이번엔 대용량은 할인 안 해서 원플원 조합으루 샀습니다 ㅎㅎ보습이 잘 되는 건 맞다고 생각하는데 진정을 도와주느냐? 그건 잘은 모르겠어요 저는 진정 성분이 특화되지 않더라도 보습을 잘해주면 진정이 따라온다고 생각해서요,[]
3,[2024 어워즈] 아누아 어성초 수딩 토너 350ml +350ml 어워즈 한정기획(+스누피솜20매+복숭아마스크1매),5.0,"['복합성에 좋아요', '진정에 좋아요', '자극없이 순해요']","선물받아서 써봤는데 너무 순하고 좋더라구요, 그래서 또 구매 햤아요",[]
3,[2024 어워즈] 아누아 어성초 수딩 토너 350ml +350ml 어워즈 한정기획(+스누피솜20매+복숭아마스크1매),5.0,"['건성에 좋아요', '보습에 좋아요', '자극없이 순해요']",피부결 정돈에 좋고 바르고 나면 건조함이 사라져요. 향도 딱히 없어 좋습니다.,[]
3,[2024 어워즈] 아누아 어성초 수딩 토너 350ml +350ml 어워즈 한정기획(+스누피솜20매+복숭아마스크1매),5.0,"['복합성에 좋아요', '진정에 좋아요', '자극없이 순해요']",자극없이 순하고 피부를 촉촉하게 유지시켜줘서 너무 좋아요.,"['지성', '웜톤', '잡티', '트러블']"
3,[2024 어워즈] 아누아 어성초 수딩 토너 350ml +350ml 어워즈 한정기획(+스누피솜20매+복숭아마스크1매),5.0,"['지성에 좋아요', '진정에 좋아요', '자극없이 순해요']",n구매템이에요 지성분들에게 강추! 적당히 수분만 채워주는 느낌이에용,"['지성', '여름쿨톤', '모공', '블랙헤드']"
3,[2024 어워즈] 아누아 어성초 수딩 토너 350ml +350ml 어워즈 한정기획(+스누피솜20매+복숭아마스크1매),5.0,"['복합성에 좋아요', '보습에 좋아요', '자극없이 순해요']",이거 몇 통째 쓰는지 모를 정도로 재구매 되게 많이 하는데 요즘 얼굴이 많이 땡겨서 여러번 챱챱 발라주는데 속건조 확실하게 잡아줘서 너무 좋아요!!,"['복합성', '웜톤', '모공', '트러블']"
3,[2024 어워즈] 아누아 어성초 수딩 토너 350ml +350ml 어워즈 한정기획(+스누피솜20매+복숭아마스크1매),5.0,"['복합성에 좋아요', '보습에 좋아요', '자극없이 순해요']",데일리 토너로 너무 좋아요가벼우면서도 촉촉합니다스프레이 통에 넣고 뿌려주면 진짜😘😘,"['지성', '쿨톤', '트러블']"
3,[2024 어워즈] 아누아 어성초 수딩 토너 350ml +350ml 어워즈 한정기획(+스누피솜20매+복숭아마스크1매),5.0,"['건성에 좋아요', '보습에 좋아요', '자극없이 순해요']","soothing gentle toner great for everyday use, filled with heartleaf water for even texture and hydration. is good toner.",[]
3,[2024 어워즈] 아누아 어성초 수딩 토너 350ml +350ml 어워즈 한정기획(+스누피솜20매+복숭아마스크1매),5.0,"['복합성에 좋아요', '보습에 좋아요', '자극없이 순해요']",아누아 제품 진짜 정말 너무 좋아해서 꾸준히 쓰고 있는데 아누아 패드랑 토너랑 같이 사용하면 너무너무 좋아요ㅜㅜ 좁살여드름 걱정이신 분들 중에 복합성에 어성초 잘 맞는다는 분들은 후회 없으실 것입니다..!! 전 티트리보단 어성초가 더 진정 효과 많이 봐서 아누아 정말 사랑합니다..!! 기획할 때 많이 사 두세용,"['복합성', '쿨톤', '각질', '미백']"
3,[2024 어워즈] 아누아 어성초 수딩 토너 350ml +350ml 어워즈 한정기획(+스누피솜20매+복숭아마스크1매),4.0,"['복합성에 좋아요', '진정에 좋아요', '보통이에요']",좋다고 홍보가 많은데 전 잘모르겠구요가벼운 토너로 아침에만 쓰구 있어요,[]
1,[피지쓱싹] 브링그린 티트리시카수딩토너 500mL 기획/단품,5.0,"['복합성에 좋아요', '진정에 좋아요', '보통이에요']","민감할 때마다 이 토너 쓰면 피부가 바로 차분해지는 게 느껴졌노.묽은 제형인데 바르면 수분감은 남고 잔자극 없이 진정돼서 데일리로 쓰기 좋았노.티트리+시카 조합이라 그런가 뾰루지 올라오기 직전에 쓰면 빨개지는 거 확 줄어들더라 노.향은 살짝 티트리 특유의 쿨한 느낌 있는데 금방 날아가서 부담 없었노.닦토로 써도 자극 없고, 레이어링하면 수분 진정팩 느낌도 나서 다양하게 활용 가능했노.트러블 피부, 특히 예민+유수분 불균형 있는 사람한테 강추한다 노.병원 다녀온 날도 얘로 정리해주면 피부 진정이 빨라지는 기분이었노 주인님 🫧",[]
1,[피지쓱싹] 브링그린 티트리시카수딩토너 500mL 기획/단품,4.0,"['복합성에 좋아요', '진정에 좋아요', '보통이에요']","눈에 들어가면 엄청 따가운 편이에요 ㅋㅋ정말 지성용이라 토너 바르고 좀 지나면 금방 건조해지고그냥저냥 무난한 토너입니당너무 무난해서 이거 다 쓰면 다른 거 쓰려구요!진정이 기가막히게 된다,도 아니어서조금 더 촉촉한 거 써야할 거 같아요","['복합성', '겨울쿨톤', '다크서클', '민감성']"
1,[피지쓱싹] 브링그린 티트리시카수딩토너 500mL 기획/단품,5.0,"['지성에 좋아요', '진정에 좋아요', '자극없이 순해요']",너무너무 좋아요 싸고 용량도 많아서 팍팍 써도 되네여 ㅎㅎ 재구매의사100,"['지성', '여름쿨톤', '각질', '모공']"
1,[피지쓱싹] 브링그린 티트리시카수딩토너 500mL 기획/단품,5.0,"['복합성에 좋아요', '진정에 좋아요', '자극없이 순해요']","다른 거 한번 써볼까? 하다가 이거 없으면 너무 불안해서 두번째 재구매생각해보니 큰 트러블이 없던 것은 이 요망한 토너가 내곁에서 내조하고 계셨음.화농성 잠재우기에 최적인 토너.사계절 내내 사용하기 딱 좋음.수부지,복합성에게 너무너무 강추.심지어 이거 반년동안 쓰면서 피지량 조절이 야물딱지게 되어서 에스테틱 한달에 한번만 가면 될 정도로 행복했음.단종할리 없겠지만 단종하면 브링그린 회사 앞에가서 뿌직 할거임.","['민감성', '여름쿨톤', '다크서클', '민감성']"
1,[피지쓱싹] 브링그린 티트리시카수딩토너 500mL 기획/단품,5.0,"['건성에 좋아요', '진정에 좋아요', '자극없이 순해요']",너무 잘 쓰고 있는 제품 입니다~!! 트러블 파티에다가 히터를 많이 틀었더니 피부가 건조해져서 엄청 예민해졌는데 이 제품 지인이 추천해줬어요! 자기는 벌써 공병이 몇개 개나 된다고 해서 기대 많이 하고 있어요 ㅋㅋ저는 건성이긴 한데 겨울에 답답하게 올라가는 제품은 싫어하거든요 ㅠㅠ.. 그렇다고 가볍게 바르면 건조하고..하ㅋㅋ저랑 같은 피부 고민이 있는 친구에게 추천 받은 건데 확실히 가볍게 발리는데 건조하지 않아요!시간이 지나도 건조한 느낌이 없고 저녁에 바르고 자고 일어나두 촉촉한 피부가 유지 되더라구요 ㅎㅎ이 제품 쓰고 화장하니 좀 더 잘 먹는 느낌??기분 탓인지 모르겠지만 ㅋㅋ 친구 추천 받아 잘 사용하고 있는 제품이예요~ㅎㅎ 진정에도 좋고 대신 겨울때는 다른 제품으로 레이어링 해줘야 할 듯 합니다~! 그래두 애정템이 될 듯 합니다 ㅎㅎ 재구매 의사 있습니다~!,"['민감성', '봄웜톤', '민감성', '잡티']"
1,[피지쓱싹] 브링그린 티트리시카수딩토너 500mL 기획/단품,5.0,"['복합성에 좋아요', '진정에 좋아요', '자극없이 순해요']",배송도 빠르고 포장도 깔끔해요 트러블이 자꾸 올라와서 주문해봤어요효과가있었으면 좋겠어요일단 자극없이 순해서 계속 사용중입니다,[]
1,[피지쓱싹] 브링그린 티트리시카수딩토너 500mL 기획/단품,5.0,"['복합성에 좋아요', '진정에 좋아요', '보통이에요']",여드름이 생겼을 때 이거 아침에 쓰면 좋아요 shooting 이라서 순하고 좋습니다,"['건성', '봄웜톤', '모공', '미백']"
1,[피지쓱싹] 브링그린 티트리시카수딩토너 500mL 기획/단품,5.0,"['복합성에 좋아요', '진정에 좋아요', '자극없이 순해요']",브링그린 시카라인은 무조건 무조건 추천입니다! 진정으로는 너무 좋아요ㅠㅠ,"['복합성', '겨울쿨톤', '미백', '트러블']"
1,[피지쓱싹] 브링그린 티트리시카수딩토너 500mL 기획/단품,5.0,"['건성에 좋아요', '진정에 좋아요', '자극없이 순해요']",물 제형의 스킨입니다너무 너무 순해서 민감성인 저에게도 잘 맞았습니다겨울철에는 스킨케어를 좀 탄탄히 해야지 건조하지는 않을 것 같습니다,"['약건성', '민감성']"
1,[피지쓱싹] 브링그린 티트리시카수딩토너 500mL 기획/단품,5.0,"['복합성에 좋아요', '진정에 좋아요', '보통이에요']",잼 페이스로 매칭했을때 제 얼굴에 맞아서 1번 호기심에 1번 사 보고 써 보았는데 이 토너를 하고 브링그린 제품 크림을 사용하고 잤는데 하루 아침에 진정이 확 되어 있었 어요 바를때 쿨링 감이 있어서 너무 좋았습니다 브링그린 제품 장점이 쿨링 감이 있어서 좋아요 그치만 바를때 얼굴에 조금 자 극이 가서 그 점은 좀 별로인 것 같습니다 향도 되게 박하향 그런 것 때문에 얼굴에 자극이 가는 거 같아서 향이나 이런 피부 자극 같은거 신경 써 주시면 이제품 진짜 완벽합니다 크기는 한뼘 차 이인듯닦토용으로 큰 토너를 찾다가 브링그린꺼를 한동안 열심히 썼었 는데요 또 다 써가지고 재구매 했습니다 한 7번째 재 구매인거 같아요. 근데 오랜만에 사서 그런지 용기가 리뉴얼이 되었더라 구요. 그리고 증정용으로 더 챙겨 준다니 개이득입니당 하기도 해서 샀어요,[]
2,[피지쓱싹] 브링그린 티트리시카수딩토너 500mL 기획/단품,5.0,"['복합성에 좋아요', '진정에 좋아요', '자극없이 순해요']",배송도 빠르고 포장도 깔끔해요 트러블 피부에 진정효과 좋아요써보고 좋아서 한개더 쟁임니다,[]
2,[피지쓱싹] 브링그린 티트리시카수딩토너 500mL 기획/단품,5.0,"['복합성에 좋아요', '진정에 좋아요', '보통이에요']","진짜 토너는 얘로 입문해서 얘만 씀 ㅋㅋ 공병만 지금 3,4병째임 완전 진정탑토너",[]
2,[피지쓱싹] 브링그린 티트리시카수딩토너 500mL 기획/단품,5.0,"['복합성에 좋아요', '진정에 좋아요', '자극없이 순해요']","💙브링그린 티트리시카라인은 건성인 저도, 지성인 동생도 애용하는 만능 진정 라인이에요!💙토너는 유분감 없이 수분만 가득한 물제형인데 자극도 없고 피부온도도 내려줘서 트러블 피부가 첫단계에 수분 보충하기 딱 좋아요! 정말 시원촉촉하다는 말이 어울리는 제형입니다!💙토너패드는 여름철 제 애용템인데, 피지 각질을 개운하게 싹 걷어가줘서 꿉꿉한 날씨에 쓰기 좋았어요! 기름기때문에 트러블 올라오시는 분들께 강추입니다💙수분크림은 정말 수분크림 느낌이어서 건성인 제게는 수분충전용으로, 지성인 동생에게는 마무리용 크림으로 사용되고 있습니다. 토ㄹ든 수분크림같이 히알루론산 크림은 애매하게 답답한 막같은게 느껴지는데, 얘는 진짜 시원해서 피부가 촉촉하지만 숨 쉬는 기분이에요💙모든 피부가 사계절 내내 사용 가능하지만 특히 예민한 피부, 트러블 피부에게 완전 강추하는 제품입니다","['건성', '겨울쿨톤', '다크서클', '민감성']"
2,[피지쓱싹] 브링그린 티트리시카수딩토너 500mL 기획/단품,5.0,"['복합성에 좋아요', '진정에 좋아요', '자극없이 순해요']",여름용 스킨 고민하다가 샀는데 너무 조아요!!! 티트리 잘맏으시는 분들 좋을 것 같아요!!!!!! 티트리 향도 넘 조아요ㅠㅠㅠㅠㅠ 매년 여름마다 이거 써야겠어요!!!!!!,"['복합성', '겨울쿨톤', '미백', '민감성']"
2,[피지쓱싹] 브링그린 티트리시카수딩토너 500mL 기획/단품,4.0,"['지성에 좋아요', '보습에 좋아요', '자극없이 순해요']","두번째 구매인데요,양도 많고 올영세일때 사면 뭐 주는 것도 여행갈때 알뜰살뜰하게 들고 갈 수 있는거 줘서 넘 져아용!! 그냥 무난하게 잘 쓸수있고 생각보다 오래써서 완전 추천해용👍👍","['지성', '봄웜톤', '피지과다']"
2,[피지쓱싹] 브링그린 티트리시카수딩토너 500mL 기획/단품,4.0,"['지성에 좋아요', '진정에 좋아요', '보통이에요']",음 대용량일라 오래쓸거같아요아직 특별한건 머르겠지ㅏㄴ잘써몰게요,"['지성', '웜톤', '각질', '다크서클']"
2,[피지쓱싹] 브링그린 티트리시카수딩토너 500mL 기획/단품,5.0,"['복합성에 좋아요', '진정에 좋아요', '보통이에요']",3통째입니다.. 성인여드름+복합성 피부인데 이걸로 매일 밤 토너팩하고 아침에는 가볍게 발라주면 정말 좋아요!! 각질관리도 저절로 되규 여드름 진정에도 좋아서 이제 이것만 씁니다ㅠㅠ 홍조는 확실히 줄어들었고 각질 관리가 되니까 피부결도 매끈해져요,"['민감성', '겨울쿨톤', '다크서클', '모공']"
2,[피지쓱싹] 브링그린 티트리시카수딩토너 500mL 기획/단품,5.0,"['지성에 좋아요', '보습에 좋아요', '자극없이 순해요']",수분이 부족한 지성... 수부지 피부인 저는 필수로 물같은 토너를 가장 처음 발라서 얼굴을 진정시킵니다.   지성 피부를 위한 자극없고 순한 토너입니다. 시원하게 진정되는게 있고 속 깊이 촉촉하게 들어가는 느낌 입니다. 브링그린 세럼과 같이 쓰면 더 좋은듯합니다.,"['복합성', '가을웜톤', '각질', '모공']"
2,[피지쓱싹] 브링그린 티트리시카수딩토너 500mL 기획/단품,5.0,"['복합성에 좋아요', '진정에 좋아요', '자극없이 순해요']",용량 작은거 한번 써봤다가 마음에 들어서 500ml짜리 벌써 두통 째 쓰고 있어요!! 물같은 제형에 수분충존하기 좋은것같아요! 진정도 잘 되는것같고 순해요!! 양도 많고 다른 토너들보다 싸서 완존 짱짱🥹🤍매일먀일 쓰고있슨니다ㅠㅠ,[]
2,[피지쓱싹] 브링그린 티트리시카수딩토너 500mL 기획/단품,4.0,"['복합성에 좋아요', '진정에 좋아요', '보통이에요']",고등 학생 딸 아이 쓰라구 시리즈 별로 다 샀는데 좋다구 하네요,[]
4,[피지쓱싹] 브링그린 티트리시카수딩토너 500mL 기획/단품,5.0,"['지성에 좋아요', '진정에 좋아요', '자극없이 순해요']",피부 뒤집어질 때 이거로 토너팩하고 쳡챶흡수하면ㄱㅊ아져용,[]
4,[피지쓱싹] 브링그린 티트리시카수딩토너 500mL 기획/단품,5.0,"['복합성에 좋아요', '진정에 좋아요', '보통이에요']",특별히 단점 없어서 꾸준히사용중입니다피부에 자극없고 트러블도 없고용량도 커서 조아뇨,[]
4,[피지쓱싹] 브링그린 티트리시카수딩토너 500mL 기획/단품,4.0,"['복합성에 좋아요', '진정에 좋아요', '자극이 느껴져요']",이건 그냥 챱토?로 써야될즛….저번에 팩토 2번했는데 절반 이상 씀,"['트러블성', '웜톤', '미백', '민감성']"
4,[피지쓱싹] 브링그린 티트리시카수딩토너 500mL 기획/단품,5.0,"['복합성에 좋아요', '보습에 좋아요', '자극없이 순해요']","바를때 엄청 시원한 느낌이 들어서 피부 쿨링 & 진정 효능이 있는 것 같아요 :) 4계절 내내 좋겠지만, 저는 특히 요즘같이 간절기에 딱인거 같아요! 피부 각질도 잠재워주고, 결케어 해주면서, 수분공급까지! 지복합성인 제 피부에도 너무 잘 맞아 꾸준히 사용하고 있고, 산뜻하게 마무리되어서 아침 / 저녁 / 메이크업 전 등 아무때나 사용하기에 좋아요! :)",[]
4,[피지쓱싹] 브링그린 티트리시카수딩토너 500mL 기획/단품,5.0,"['지성에 좋아요', '진정에 좋아요', '자극없이 순해요']",4년째 쓰고있어요 진짜급나게좋아요 초딩때부터 써서그런지 지금 여드름도 별로 읍어용!!,"['건성', '여름쿨톤', '미백', '블랙헤드']"
4,[피지쓱싹] 브링그린 티트리시카수딩토너 500mL 기획/단품,5.0,"['복합성에 좋아요', '진정에 좋아요', '보통이에요']",순하고 자극적이지 않아서 자주자주 이용하는 편이에여 향도없고 좋아요,[]
4,[피지쓱싹] 브링그린 티트리시카수딩토너 500mL 기획/단품,5.0,"['복합성에 좋아요', '진정에 좋아요', '보통이에요']",후기가 좋아서 구매했어요사용 전이지만 기대하고 있어요잘 쓰도록 하겠습니다,[]
4,[피지쓱싹] 브링그린 티트리시카수딩토너 500mL 기획/단품,5.0,"['복합성에 좋아요', '진정에 좋아요', '자극없이 순해요']","작년?재작년부터 꾸준히 잘쓰고있는 제품입니다자잘한 트러블이 계속나서, 그걸 케어하고싶어서쓰기시작했구요사용하고난뒤로 확연히 많이 줄었습니다촉촉한 물토너타입이고 흡수도빠르고특유의 향도없어서 편안히 쓰고있습니다","['복합성', '각질', '모공']"
5,[피지쓱싹] 브링그린 티트리시카수딩토너 500mL 기획/단품,5.0,"['복합성에 좋아요', '진정에 좋아요', '자극없이 순해요']",부담없이 무난하게 쓸 수 있어요 유분끼 있는 제품 쓸 때 같이 쓰기 좋음,"['복합성', '가을웜톤', '모공', '미백']"
5,[피지쓱싹] 브링그린 티트리시카수딩토너 500mL 기획/단품,5.0,"['건성에 좋아요', '진정에 좋아요', '자극없이 순해요']",재구매예요 토너팩 해주기 좋아서 자주 써요 중요한 날이나 피부 컨디션 안 좋을 때 써주고 화장하면 잘 먹어요 진정 효과도 되게 좋음,"['건성', '여름쿨톤', '다크서클']"
1,[1등 속보습] 라네즈 크림스킨 170ml 리필+미스트 펌프 기획 (+170ml 리필+미스트펌프 증정),5.0,"['건성에 좋아요', '보습에 좋아요', '자극없이 순해요']",* 라네즈크림 스킨 사계절 내내 사용하는 일인입니다.대학생 때부터 썼으니 진짜 오랫동앙 같이 썼어요!!* 건성피부인 분들께 추천하고특히 속건조 잡고싶을 때 레이어드하거나특히 스킨팩하는걸 넘 추천합니다!!* 보습좋은 스킨찾는다면 라네즈크림스킨 꼭 추천해요!,"['건성', '가을웜톤', '모공', '잡티']"
1,[1등 속보습] 라네즈 크림스킨 170ml 리필+미스트 펌프 기획 (+170ml 리필+미스트펌프 증정),5.0,"['복합성에 좋아요', '보습에 좋아요', '자극없이 순해요']","미스트 펌프가 따로 있어서 사용하기 너무 편해요! 뚜껑은 받자마자 보관해두고 안쓰는데, 버전이 따로 분리되면 좋겠다는 생각이 듭니다.구매 전에는 크림스킨이라 하여서 되게 리치한 제형일줄 알았는데요, 적당히 보습력 있는 찰랑찰랑한 점도라서 매일먀일 세안 후 사용하고 있어요! 재구매 의사 매우 있습니다 ㅎㅎ","['트러블성', '가을웜톤', '모공', '미백']"
